	abv	attenuation_level	boil_volume	brewers_tips	contributed_by	description	ebc	first_brewed	food_pairing	ibu	id	image_url	ingredients	method	name	ph	srm	tagline	target_fg	target_og	volume
10	7.3	74.7	{'value': 25, 'unit': 'litres'}	Lots of malt in this one. Mash-in in stages, and spread the pale ale malt throughout the mash to provide stability. If the mash starts to sink, stop, wait a few minutes while mixing, then start again.	Sam Mason <samjbmason>	The brainchild of our small batch brewer, George Woods. A dangerously drinkable milk sugar- infused Scotch Ale.	120.0	04/2013	['Roasted garlic and chilli infused camembert cheese', 'Korean style chicken wings', 'Chocolate milk shake']	30.0	11	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 2.18, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Smoked Weyermann', 'amount': {'value': 1.8, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.1, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.05, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Honey', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'Flavour'}, {'name': 'Lactose', 'amount': {'value': 375, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'Flavour'}, {'name': 'First Gold', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}, {'name': 'Fuggles', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 67, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'See honey and lactose additions'}	Misspent Youth	4.4	60.0	Milk & Honey Scotch Ale.	1020.0	1079.0	{'value': 20, 'unit': 'litres'}
11	5.3	77.0	{'value': 25, 'unit': 'litres'}	Be as accurate as possible when weighing out your malts to ensure you strike the right balance.	Sam Mason <samjbmason>	Running the knife-edge between an India Pale Ale and a Stout, this particular style is one we truly love. Black IPAs are a great showcase for the skill of our brew team, balancing so many complex and twisting flavours in the same moment. The citrus, mango and pine from the hops â€“ three of our all-time favourites â€“ play off against the roasty dryness from the malt bill at each and every turn.	200.0	12/2015	['King prawn kebabs', 'Halibut with a mango and tomato salad', 'Mint chocloate ice cream']	60.0	12	https://images.punkapi.com/v2/12.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.13, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 19, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Arcade Nation	4.2	100.0	Seasonal Black IPA.	1012.0	1052.0	{'value': 20, 'unit': 'litres'}
12	4.5	74.5	{'value': 25, 'unit': 'litres'}	If you canâ€™t find really fresh cascade, substitute it for Amarillo or Ahtanum.	Sam Mason <samjbmason>	A deliciously robust, black malted beer with a decadent dark, dry cocoa flavour that provides an enticing backdrop to the Cascade hops.	140.0	11/2009	['Vegetable egg scramble', 'Margherita pizza', 'Fresh berry crisp tart']	50.0	13	https://images.punkapi.com/v2/13.png	{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 3.44, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 43.8, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 81.3, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 50}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Movember	5.2	70.0	Moustache-Worthy Beer.	1012.0	1047.0	{'value': 20, 'unit': 'litres'}
13	4.5	72.8	{'value': 25, 'unit': 'litres'}	Crush the malt as close to brewing time as possible. The fresher the malt, the more intense caramel flavours will be released in the wort.	Sam Mason <samjbmason>	A fusion of caramel malt flavours and punchy New Zealand hops. A session beer you can get your teeth into.	62.0	02/2010	['Pastrami', 'Swiss and horseradish sandwich', 'Sharp cheddar cheese and onion/ raisin chutney', 'Peanut brittle']	42.0	14	https://images.punkapi.com/v2/14.png	{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 2.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.61, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.28, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350-400', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 25}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}	Alpha Dog	4.4	31.0	Existential Red Ale.	1025.0	1046.0	{'value': 20, 'unit': 'litres'}
14	14.5	85.0	{'value': 25, 'unit': 'litres'}	Brew twice as much Belgian Tripel as you were planning on ageing - it's awesome on its own too!	Sam Mason <samjbmason>	This recipe is for the Belgian Tripel base. A blend of two huge oak aged beers â€“ half a hopped up Belgian Tripel, and half a Triple India Pale Ale. Both aged in single grain whisky barrels for two years and blended, each beer brings its own character to the mix. The Belgian Tripel comes loaded with complex spicy, fruity esters, and punchy citrus hop character.	40.0	01/2012	['Coriander & chilli crab cakes', 'Goats cheese salad with walnuts, radish and blood orange', 'Pistachio cake']	50.0	15	https://images.punkapi.com/v2/15.png	{'malt': [{'name': 'Pale Ale - Tipple', 'amount': {'value': 11.1, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.9400000000000001, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.44, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus Extract', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennesâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 40}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Barrel aged and blended with Anarchist Alchemist'}	Mixtape 8	4.4	20.0	An Epic Fusion Of Old Belgian, American New Wave, And Scotch Whisky.	1014.0	1093.0	{'value': 20, 'unit': 'litres'}
15	6.1	70.1	{'value': 25, 'unit': 'litres'}	Mash in at a higher temperature to leave more unfermentable sugars in the wort. This gives the beer a sweeter porter profile.	Sam Mason <samjbmason>	An avalanche of cross-continental hop varieties give this porter a complex spicy, resinous and citrusy aroma, with a huge malt bill providing a complex roasty counterpoint. Digging deeper into the flavour draws out cinder toffee, bitter chocolate and hints of woodsmoke.	219.0	01/2012	['Blue cheese beef burger', 'Glazed short ribs', 'Chocolate cake']	45.0	16	https://images.punkapi.com/v2/16.png	{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Smoked Malt', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 31.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Galena', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Galena', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': 35}], 'fermentation': {'temp': {'value': 18, 'unit': 'celsius'}}, 'twist': None}	Libertine Porter	4.4	109.5	Dry-Hopped Aggressive Porter.	1020.0	1067.0	{'value': 20, 'unit': 'litres'}
16	11.2	87.0	{'value': 25, 'unit': 'litres'}	Boil down to desired OG (about 17 litres).	Sam Mason <samjbmason>	Our sixth Abstrakt, this imperial black IPA combined dark malts with a monumental triple dry-hop, using an all-star team of some of our favourite American hops. Roasty and resinous.	70.0	04/2011	['Coffee dusted venison loin', 'Memphis-style beef short ribs', 'Chocolate orange brownies']	150.0	17	https://images.punkapi.com/v2/17.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.13, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Hop Extract', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 17, 'unit': 'celsius'}}, 'twist': 'White cane sugar: 150g at middle'}	AB:06		35.0	Imperial Black IPA.	1013.0	1098.0	{'value': 20, 'unit': 'litres'}
17	6.0	79.3	{'value': 25, 'unit': 'litres'}	Create balance through experimentation with the hop amounts and malt backbone.	Sam Mason <samjbmason>	The levels of hops vary throughout the range. We love hops, so all four beers are big, bitter badasses, but by tweaking the amount of each hop used later in the boil and during dry- hopping, we can balance the malty backbone with some unexpected flavours. Simcoe is used in the whirlpool for all four beers, and yet still lends different characters to each	25.0	08/2014	['Spicy chicken skewers', 'Fish tacos with hot sauce', 'Lemon pound cake with a ice sugar glaze']	70.0	18	https://images.punkapi.com/v2/18.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.06, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Russian Doll â€“ India Pale Ale	5.2	12.5	Nesting Hop Bomb.	1012.0	1058.0	{'value': 20, 'unit': 'litres'}
18	8.2	83.0	{'value': 25, 'unit': 'litres'}	Using crushed cranberries will dry out the beer further, drawing out their natural astringent character.	Sam Mason <samjbmason>	We sent this beer to Norway where it was known as 'Hello, my name is Censoredâ€™. You can make up your own mind as to why. This brew was a red berry explosion, with a reisnous bitter edge layered with dry berry tartness.		06/2013	['FaÌŠrikaÌŠl (mutton stew) with a spicy twist', 'FenalaÌŠr (salted cured lamb)', 'Krumkake with lingonberry jam']	70.0	19	https://images.punkapi.com/v2/19.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.12, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Tomahawk', 'amount': {'value': 7, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Motueka', 'amount': {'value': 5.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Mt.Hood', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Challenger', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Galena', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Infusion of lingonberries alongside the dry hops, Cranberry Juice: 5.5g at 30mins, Lingonberries: 10g Twist'}	Hello My Name Is Mette-Marit	4.4		Lingonberry Double IPA.	1013.0	1076.0	{'value': 20, 'unit': 'litres'}
19	10.27	85.0	{'value': 25, 'unit': 'litres'}	If you are struggling to get that authentic head retention increase your mash temperature to about 70Â°C.	Sam Mason <samjbmason>	Imperial Wheat beer / Weizenbock brewed by a homesick German in leather trousers. Think banana bread, bubble gum and David Hasselhoff.	24.0	03/2011	['Grilled portabello mushroom burger', 'Chicken sausages with creamy mash', 'Caramel and banana meringue pie']	26.0	20	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.63, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.6900000000000001, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Hersbrucker', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3333 - German Wheatâ„¢'}	{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 60}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Rabiator	4.4	12.0	Imperial Wheat Beer	1014.0	1092.0	{'value': 20, 'unit': 'litres'}
20	4.3	81.8	{'value': 25, 'unit': 'litres'}	Ferment at higher or lower temperatures to select the esters that will create clove- like or banana-like flavours.	Sam Mason <samjbmason>	Our take on the classic German Kristallweizen. A clear German wheat beer, layers of bubblegum and vanilla perfectly balanced with the American and New Zealand hops.	30.0	04/2013	['Citrus salad with balsamic dressing', 'Lobster', 'Ginger and orange cookies']	25.0	21	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.69, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.38, 'unit': 'kilograms'}}], 'hops': [{'name': 'Waimea', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Waimea', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3638 - Bavarian Wheatâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}	Vice Bier	4.0	15.0	Hoppy Wheat Bier.	1010.0	1043.0	{'value': 20, 'unit': 'litres'}
21	12.5	68.0	{'value': 25, 'unit': 'litres'}	Rack off to a secondary fermenter before pitching in some champagne.	Sam Mason <samjbmason>	Two of Europe's most experimental, boundary-pushing brewers, BrewDog and Mikkeller, combined forces to produce a rebellious beer that combined their respective talents and brewing skills. The 12.5% Barley Wine fermented well, and the champagne yeast drew it ever closer to 12.5%. The beer was brewed with a single hop variety and was going to be partially aged in oak casks.	36.0	12/2008	['Stilton on gingerbread biscuits', 'Pot roasted artichokes', 'Lamb chops with caramelised figs']	100.0	22	https://images.punkapi.com/v2/22.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 10, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.88, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Nelson Sauvin', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Part-aged in oak barrels, finished with champagne yeast'}	Devine Rebel (w/ Mikkeller)	4.4	18.0	Oak-aged Barley Wine.	1030.0	1093.0	{'value': 20, 'unit': 'litres'}
22	8.0	86.0	{'value': 25, 'unit': 'litres'}	After primary fermentation is complete, rack off into a secondary fermeter and add the oak chips to replicate the authentic Islay barrel experience.	Sam Mason <samjbmason>	Dark and powerful Islay magic infuses this tropical sensation of an IPA. Using the original Punk IPA as a base, we boosted the ABV to 8% giving it some extra backbone to stand up to the peated smoke imported directly from Islay.	12.0	12/2007	['Oysters', 'Hickory smoked ham', 'Rocky Road']	60.0	23	https://images.punkapi.com/v2/23.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 27.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': 'Oak chips soaked in Islay whisky 50g'}	Storm	4.4	6.0	Islay Whisky Aged IPA.	1010.0	1082.0	{'value': 20, 'unit': 'litres'}
23	55.0	100.0	{'value': 25, 'unit': 'litres'}	You'll have to get this one all the way down to -70Â°C. Taxidermy is not optional.	Sam Mason <samjbmason>	The End of History: The name derives from the famous work of philosopher Francis Fukuyama, this is to beer what democracy is to history. Complexity defined. Floral, grapefruit, caramel and cloves are intensified by boozy heat.		06/2011	['Roasted wood pigeon with black pudding', 'Pan seared venison fillet with juniper sauce', 'Apricot coconut cake']		24	https://images.punkapi.com/v2/24.png	{'malt': [{'name': 'Extra Pale', 'amount': {'value': 12.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 6.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Nelson Sauvin', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennesâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': 'Nettles: 25g at end, Juniper: 25g at end'}	The End Of History	4.4		The World's Strongest Beer.	1000.0	1112.0	{'value': 20, 'unit': 'litres'}
